LABEL_PERSON,LABEL_GPE,LABEL_NORP,LABEL_ORG,LABEL_EVENT,POS_ADJ,POS_ADV,POS_INTJ,POS_NOUN,POS_PROPN,POS_VERB,POS_ADP,POS_AUX,POS_CONJ,POS_DET,POS_NUM,POS_PART,POS_PRON,POS_SCONJ,EMOTION_anger,EMOTION_anticipation,EMOTION_disgust,EMOTION_fear,EMOTION_joy,SENTIMENT_negative,SENTIMENT_positive,EMOTION_sadness,EMOTION_surprise,EMOTION_trust,ATTRIB_avg_sentence_length,ATTRIB_avg_word_length,ATTRIB_length_of_tweet,ATTRIB_number_of_capital_letters,ATTRIB_number_of_emojis,ATTRIB_number_of_exclamation_marks,ATTRIB_number_of_hashtags,ATTRIB_number_of_periods,ATTRIB_number_of_question_marks,ATTRIB_number_of_sentences,ATTRIB_number_of_special_characters,ATTRIB_number_of_uppercase_words,ATTRIB_number_of_user_mentions,ATTRIB_number_of_words,TWEET_days_since_tweet_creation,TWEET_retweet_count,TWEET_favorite_count,TWEET_verified,TWEET_followers_count,TWEET_friends_count,TWEET_listed_count,TWEET_favourites_count,TWEET_statuses_count,TWEET_days_since_account_creation,TWEET_url_length,MALICIOUS
0,1,0,0,0,0,1,1,2,2,1,3,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,105,7,119,16,0,0,0,3,0,1,12,1,0,15,27,1,4,FALSE,1537712,461,1858,909,93432,3694,22,1
1,0,0,1,0,0,2,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58.5,7.8,131,22,0,0,1,2,0,2,12,1,1,15,27,0,1,FALSE,3230,1202,144,195,24034,3835,24,1
1,0,0,1,0,0,0,0,2,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,6.75,92,10,0,0,0,1,0,1,7,0,0,12,27,4,5,TRUE,172087,121,897,3,45974,4368,22,1
0,1,1,0,0,2,0,0,3,2,3,2,0,0,0,2,0,0,0,0,0,1,1,0,2,0,1,0,0,50.5,6.3125,116,15,0,0,1,2,0,2,9,3,0,16,27,0,0,TRUE,5080030,769,7370,5390,788482,4324,22,1
0,1,0,1,0,3,0,0,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,110,8.461538462,122,12,0,0,0,1,0,1,9,1,1,13,27,0,0,FALSE,3,0,3,0,15,2580,86,1
1,0,0,0,0,1,1,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,89,7.416666667,100,12,0,0,0,1,0,1,7,1,0,12,27,1,18,TRUE,648019,286,5117,452,252247,4950,22,1
0,0,0,3,0,2,0,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,102,7.846153846,114,13,0,0,0,2,0,1,9,2,0,13,27,0,2,FALSE,117410,368,202,141,48396,4284,22,1
0,0,1,0,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,0,1,107,8.230769231,119,13,0,0,1,2,0,1,13,1,0,13,27,0,3,TRUE,2911393,924,11157,18973,989345,4254,22,1
1,0,0,0,0,1,1,1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,113,8.692307692,125,18,1,0,0,2,0,1,11,1,0,13,27,0,0,TRUE,55718,1212,594,225,68772,4430,24,1
0,0,0,0,0,1,0,0,3,9,0,3,0,0,2,0,0,0,0,0,2,0,1,1,0,2,0,1,0,119,6.263157895,137,15,0,0,1,1,0,1,8,0,0,19,27,1,4,TRUE,61798,2890,154,12955,63886,2869,22,1
0,0,0,1,0,0,0,0,4,2,1,1,0,0,1,2,0,0,0,1,1,1,2,0,2,0,2,1,0,110,7.857142857,124,15,0,0,0,2,0,1,17,1,0,14,27,0,0,FALSE,34080,7,71,268,64945,2582,22,1
0,0,0,0,0,0,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,12,144,22,0,0,0,3,0,1,20,1,3,11,27,0,0,FALSE,145,449,0,4360,3494,139,165,1
0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,34.5,7.666666667,77,6,0,0,0,2,0,2,7,0,0,9,27,0,0,FALSE,287,124,1,2,321078,1206,22,1
0,1,0,1,0,1,1,0,3,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,0,79,7.181818182,89,10,0,0,0,1,0,1,7,2,0,11,27,0,0,FALSE,116,95,9,251,58712,3652,47,1
0,0,0,0,0,1,0,0,4,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,1,0,1,101,6.733333333,115,79,0,0,0,1,0,1,6,14,0,15,27,7,18,TRUE,11243,3414,355,30357,22948,4022,22,1
0,1,0,0,0,3,0,0,2,1,2,1,0,0,0,1,0,0,0,0,1,0,2,0,2,0,1,1,1,117,8.357142857,130,21,0,0,1,2,0,1,12,2,0,14,27,0,0,FALSE,4057,3379,40,2802,5606,3000,24,1
0,1,0,0,0,3,0,0,2,1,2,1,0,0,0,1,0,0,0,0,1,0,2,0,2,0,1,1,1,117,8.357142857,130,19,0,0,1,2,0,1,12,2,0,14,27,0,0,FALSE,6271,437,88,2474,27032,2186,24,1
1,0,0,1,0,0,0,0,4,3,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,130,9.285714286,143,15,2,0,1,2,0,1,13,1,0,14,27,0,1,FALSE,24719,5456,125,27,184632,4296,22,1
0,1,0,1,0,2,1,0,2,3,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,39,6.5,89,10,1,0,0,2,0,2,8,0,0,12,27,0,0,FALSE,50088,30415,137,14719,242374,4048,24,1
0,1,0,1,0,0,0,0,2,3,0,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81,7.363636364,91,13,2,0,0,1,0,1,7,2,0,11,27,0,0,TRUE,101997,105,518,454,186635,4362,22,1
0,1,0,0,0,1,0,0,4,5,2,3,1,0,1,0,1,0,1,0,1,0,0,0,0,3,0,0,2,63,7,143,14,0,0,1,2,0,2,9,1,1,18,27,1,1,FALSE,172381,251,558,220,220261,4024,22,1
0,0,0,1,0,2,0,0,3,4,1,3,0,0,2,2,0,0,0,1,1,1,2,1,2,1,2,1,1,113,5.65,133,12,0,0,1,1,0,1,8,0,0,20,27,0,0,FALSE,2905,317,65,780,87821,2608,22,1
0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,92,10.22222222,100,17,0,0,1,1,0,1,9,0,1,9,27,0,0,TRUE,22839,596,371,2972,9804,4208,22,1
0,0,0,0,0,2,0,0,2,1,1,2,0,0,2,0,0,0,0,0,1,1,1,1,2,1,2,1,1,89,7.416666667,100,18,1,0,0,1,0,1,6,1,0,12,27,0,0,FALSE,12823,12742,201,170655,558954,4490,102,1
0,0,0,2,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,82,8.2,91,10,0,0,0,1,0,1,6,0,0,10,27,1,0,FALSE,177157,67,197,13,113787,2835,22,1
0,0,0,2,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,82,8.2,91,9,0,0,0,1,0,1,6,0,0,10,27,0,0,FALSE,108688,8572,404,271,1059037,3191,22,1
0,0,0,0,0,2,1,0,6,1,1,4,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,2,125,6.944444444,142,9,1,0,0,1,0,1,6,1,0,18,27,5,4,TRUE,20419,3181,492,8223,48581,4354,22,1
0,1,0,0,0,0,0,0,2,5,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,85,6.071428571,99,14,0,0,0,1,0,1,6,2,0,14,27,1,3,TRUE,101997,105,518,454,186635,4362,21,1
1,1,0,0,0,0,0,0,4,4,1,3,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,108,7.2,122,15,0,0,0,3,0,1,13,3,0,15,27,5,31,TRUE,793140,92,1918,903,379947,4248,21,1
0,0,0,0,0,0,1,0,0,5,3,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,46,7.076923077,104,20,0,1,0,1,1,2,10,2,0,13,27,0,0,FALSE,1055278,358957,3445,87,283866,4206,21,1
0,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,76,6.909090909,86,11,0,0,0,1,0,1,8,1,0,11,27,0,0,FALSE,12,242,0,1210,1422,238,40,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,15.8,84,14,0,0,0,2,0,1,14,0,2,5,27,0,0,FALSE,1344,364,16,5597,17681,4276,22,1
0,0,0,1,0,0,0,0,3,1,2,2,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,124,8.266666667,138,10,2,0,0,2,0,1,10,1,0,15,27,0,0,FALSE,4834,16,133,0,78151,3396,200,1
0,1,0,1,0,2,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,36.33333333,6.8125,125,22,0,0,4,3,0,3,13,4,0,16,27,0,0,FALSE,385,216,5,2159,4188,1789,22,1
0,1,0,1,0,0,0,0,1,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,82,6.833333333,94,13,0,0,0,1,0,1,6,1,0,12,27,0,0,FALSE,5982,545,71,99,22681,2934,22,1
0,1,0,0,0,3,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,9.153846154,133,21,1,0,3,2,0,2,13,0,2,13,27,0,0,FALSE,4254,2205,91,333,158837,2379,24,1
0,1,0,1,0,1,1,0,2,4,1,4,2,0,1,2,0,0,0,1,1,1,1,0,1,0,1,1,0,33,6.1875,114,9,0,0,0,3,0,3,9,0,0,16,27,0,1,FALSE,42,6,0,51,487,83,21,1
0,0,0,1,0,0,1,0,2,4,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,90,7.5,101,10,0,0,0,1,0,1,6,0,0,12,27,0,0,FALSE,212,544,1,653,1044,610,125,1
0,0,0,0,0,3,0,0,4,1,1,0,0,0,0,2,0,0,0,1,1,1,2,0,2,0,2,1,1,114,8.142857143,127,26,0,0,1,2,0,1,13,3,0,14,27,2,1,TRUE,273703,4831,2814,5769,201150,4457,24,1
0,1,0,0,0,2,0,0,3,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,105,7,119,15,0,0,1,1,0,1,7,0,0,15,27,0,1,TRUE,7040804,172,15401,596,5681880,4037,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17.5,36,7,0,0,0,1,0,1,6,0,1,2,27,0,0,FALSE,74,115,0,2612,2021,1418,151,1
0,1,0,0,0,0,0,0,3,1,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,122,8.133333333,136,19,0,0,1,2,0,1,12,1,0,15,27,1,0,TRUE,104203,7514,949,6291,2193592,2574,22,1
0,0,0,1,0,1,0,0,4,2,1,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,98,5.764705882,114,11,0,0,0,1,0,1,5,1,0,17,27,0,0,FALSE,3296,1083,14,1145,11152,1366,24,1
0,0,1,0,0,0,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,8.5,94,14,0,0,0,1,0,1,6,2,0,10,27,0,1,FALSE,1281,808,48,117,6011,1491,24,1
1,0,0,2,0,0,0,0,4,4,5,1,0,0,2,0,0,1,0,1,0,1,1,0,1,0,1,0,1,105,7,119,84,0,0,0,1,1,1,6,14,0,15,27,0,0,FALSE,19528,415,115,57,102402,3956,24,1
0,0,0,1,0,1,0,0,4,2,1,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,98,5.764705882,114,11,0,0,0,1,0,1,5,1,0,17,27,0,0,FALSE,5080,1542,214,413,23522,3548,24,1
1,0,0,0,0,0,0,0,2,7,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,66.5,8.866666667,148,21,0,0,1,3,0,2,15,0,1,15,27,2,3,TRUE,647665,1718,2209,8175,507052,4341,22,1
1,0,0,0,0,1,0,0,3,3,1,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,82,7.454545455,92,9,0,0,0,1,0,1,7,0,0,11,27,0,0,FALSE,141,287,7,10509,6344,3524,127,1
0,0,0,1,0,0,0,0,2,3,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,2,126,9,139,13,0,0,2,2,0,1,14,0,0,14,27,0,0,FALSE,283714,14725,1175,1434,787243,4246,24,1
0,0,0,2,0,1,0,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,93,6.2,107,10,0,0,0,2,0,1,6,1,0,15,27,0,0,FALSE,158961,851,641,506,92090,4292,24,1
0,0,0,0,0,0,1,0,0,3,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,122,7.176470588,139,20,0,0,5,1,0,1,11,2,0,17,27,0,0,FALSE,4555,5074,159,1191,13337,4040,22,1
1,0,0,1,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,80,7.272727273,91,13,0,0,0,1,0,1,6,1,0,11,27,2,1,TRUE,286157,1955,1700,896,976246,4009,22,1
0,0,0,0,0,1,0,0,4,2,1,2,1,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,2,88,7.333333333,99,13,0,0,0,1,0,1,7,1,0,12,27,3,3,TRUE,101997,105,518,454,186635,4362,22,1
0,0,0,1,0,0,0,0,1,6,2,3,1,0,2,0,1,0,0,1,0,0,2,0,2,1,1,0,0,106,5.578947368,125,10,0,0,1,1,0,1,8,0,0,19,27,0,1,TRUE,143458,387,1146,749,232601,4100,22,1
1,0,0,0,0,0,1,0,3,7,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,62.5,6.944444444,142,17,0,0,0,3,0,2,10,1,0,18,27,0,3,TRUE,198091,3435,1631,22398,350145,4541,22,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,45,9,0,0,0,1,0,2,6,1,0,2,27,0,0,FALSE,2548,837,93,2836,5978,3070,22,1
0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,6.454545455,81,10,0,0,0,4,0,1,9,1,0,11,27,0,0,FALSE,2162,1646,14,275,80769,2088,28,1
1,0,0,1,0,0,0,0,2,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,6.222222222,129,13,0,0,0,1,0,1,7,1,0,18,27,0,0,FALSE,101,2988,0,2363,6197,557,211,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18.5,38,6,0,0,0,1,0,1,6,0,1,2,27,0,0,FALSE,48,315,3,1,1560,1477,163,1
0,0,0,0,0,1,0,0,7,0,2,2,0,0,3,1,1,1,0,0,2,0,1,1,1,1,1,1,1,123,6.833333333,140,10,0,0,0,1,0,1,7,1,0,18,27,1,0,TRUE,20419,3181,492,8223,48581,4354,22,1
0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,9.090909091,110,28,1,0,1,1,0,1,8,2,0,11,27,0,0,FALSE,5253,3052,123,1619,174121,4427,22,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,20,23.33333333,145,28,0,0,3,7,0,7,30,0,5,6,27,0,0,FALSE,610,654,8,62235,126313,2701,22,1
0,0,0,1,0,2,0,0,4,2,2,2,0,0,1,0,0,1,0,0,2,0,1,3,1,3,1,0,2,109,6.411764706,126,14,0,0,2,1,0,1,7,1,0,17,27,0,0,FALSE,70,82,0,218,539,237,123,1
0,0,0,2,0,0,1,0,1,4,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121,6.722222222,138,22,1,0,1,2,0,1,12,1,0,18,27,0,0,FALSE,11255,659,152,25544,76958,3716,22,1
0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,9.090909091,110,28,1,0,1,1,0,1,8,2,0,11,27,0,0,FALSE,4711,3230,48,3235,73919,3834,22,1
0,0,0,0,0,1,0,0,4,3,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,125,6.944444444,142,68,0,0,0,2,0,1,12,12,0,18,28,0,1,FALSE,1968,2166,32,527,44247,4057,23,1
1,0,0,1,0,0,0,1,4,15,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,19.83333333,124,18,1,0,3,1,0,2,8,3,0,6,28,0,0,FALSE,3326,461,235,6407,244215,4393,35,1
0,1,0,1,0,0,0,0,2,7,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,128,8,144,24,0,0,0,2,0,1,13,3,0,16,28,0,0,FALSE,93,1269,22,7764,51990,2286,21,1
0,1,0,1,0,0,0,0,2,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,6.916666667,94,11,0,0,1,1,0,1,7,1,0,12,28,1,7,TRUE,1428371,177,1906,582,479829,4151,22,1
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,124,10.33333333,135,24,0,0,6,2,0,1,16,2,0,12,28,0,0,FALSE,194,44,18,390,78685,3427,21,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,13,84,14,0,0,3,1,0,1,8,1,0,6,28,0,0,FALSE,563,438,10,1799,4563,2806,84,1
0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,8.909090909,111,22,0,0,2,2,0,2,11,3,2,11,28,2,3,TRUE,14350,3636,614,4215,27168,4373,28,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,54,10,0,0,2,1,0,1,9,1,1,5,28,0,0,FALSE,4716,5101,51,34033,69393,2430,127,1
0,1,0,0,0,0,0,0,5,5,0,4,0,0,1,3,0,0,0,1,1,1,1,0,1,1,1,1,0,123,6.15,144,26,0,0,2,2,0,1,12,0,0,20,28,2,9,TRUE,1193747,134,2815,6278,269852,4345,21,1
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,124,10.33333333,135,27,0,0,6,2,0,1,16,2,0,12,28,0,0,FALSE,194,44,18,390,78685,3427,21,1
0,1,0,0,0,1,0,0,3,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,129,9.923076923,143,25,0,0,4,2,0,1,14,1,0,13,27,0,0,FALSE,109,366,0,73,755,99,23,1
0,0,0,0,0,1,0,0,3,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,105,6.5625,120,11,0,0,4,1,0,1,10,0,0,16,27,0,0,FALSE,20470,171,286,812,39956,4200,22,1
0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,91,8.272727273,101,15,0,0,3,1,0,1,8,1,0,11,27,0,0,FALSE,914,2432,19,1132,24470,1981,22,1
0,0,0,1,0,0,0,0,2,3,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,72,6.545454545,83,5,0,0,1,1,0,1,6,0,0,11,27,0,0,FALSE,3542,1090,45,333,47573,3003,24,1
0,0,0,1,0,1,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,121,7.117647059,137,22,0,0,4,2,0,1,16,0,0,17,27,0,0,FALSE,490,315,3,80,1549,2902,20,1
0,0,0,1,0,0,0,1,3,2,1,1,1,0,0,3,0,0,0,1,1,1,2,0,2,0,1,1,0,59.5,8.5,132,12,0,0,3,2,0,2,10,0,0,14,27,0,0,FALSE,20470,171,286,812,39956,4200,22,1
1,0,0,1,0,0,0,2,11,39,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,124.5,22.63636364,257,22,4,0,0,3,0,2,19,0,0,11,27,0,0,TRUE,13679,120,214,64,172045,3505,21,1
0,0,0,1,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,80,7.272727273,90,12,0,0,1,1,0,1,7,2,0,11,27,1,1,TRUE,5080036,769,7370,5390,788498,4324,22,1
0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,119,8.5,133,18,0,0,6,2,0,1,20,1,0,14,27,0,0,FALSE,183,185,0,11,6789,1099,28,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,17.375,23.16666667,144,24,0,0,3,8,0,8,30,0,5,6,27,0,0,FALSE,610,654,8,62235,126313,2701,22,1
0,0,0,2,0,0,0,0,3,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,122,9.384615385,137,11,0,0,3,1,0,1,8,0,0,13,27,0,0,FALSE,23803,635,99,3703,23555,2370,21,1
0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,21.66666667,11.81818182,142,23,1,0,3,7,0,6,22,0,3,11,27,0,0,FALSE,610,654,8,62235,126313,2701,22,1
0,0,0,1,0,0,2,0,2,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131,8.1875,146,19,0,1,0,2,0,1,12,2,0,16,27,0,0,FALSE,0,0,0,0,20,189,24,1
0,1,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,7.75,104,20,0,0,2,2,0,1,13,1,0,12,27,0,2,FALSE,120754,348,419,933,267445,3872,21,1
0,0,0,1,0,0,0,0,4,3,2,2,1,0,1,2,1,0,0,0,1,0,0,1,1,1,0,0,0,124,6.526315789,142,14,0,0,0,2,0,1,12,0,0,19,27,0,1,FALSE,103155,789,379,6639,90580,4439,21,1
0,0,0,2,0,1,0,1,2,4,2,2,0,0,0,0,1,1,0,0,2,0,0,1,0,2,0,0,1,93,7.75,104,13,0,0,2,1,0,1,7,1,0,12,27,0,9,TRUE,1408898,12333,3541,29,238600,4246,22,1
0,0,0,1,0,1,0,0,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,7.538461538,112,11,0,0,2,1,0,1,8,0,1,13,27,0,0,TRUE,143457,387,1146,749,232602,4100,22,1
0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,128,9.846153846,141,16,0,0,4,2,0,1,15,0,0,13,27,1,0,FALSE,280,351,0,56,4170,2045,28,1
0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,84,8.4,93,16,0,0,1,2,0,1,13,2,0,10,27,1,0,FALSE,3120,144,143,46,3174,4397,24,1
0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,129,10.75,141,19,0,0,4,2,0,1,18,1,0,12,27,0,0,FALSE,183,185,0,11,6789,1099,28,1
0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,9.846153846,140,24,0,0,4,2,1,2,17,2,0,13,27,4,4,TRUE,306919,206737,8230,128452,109810,2629,22,1
0,0,0,0,0,2,0,0,1,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,106,7.571428571,119,22,0,0,2,2,0,1,12,2,1,14,27,1,1,TRUE,51098,1965,1018,3308,15992,3728,24,1
0,0,0,1,0,1,1,0,0,6,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,2,0,0,1,88,5.176470588,104,26,0,0,3,1,0,1,14,5,0,17,27,0,0,FALSE,367,1256,5,81,7313,1629,20,1
0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,8.214285714,128,23,0,0,6,2,0,2,13,1,0,14,27,0,0,FALSE,1959,465,10,372,51383,2454,21,1
0,0,0,1,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.25,110,22,0,0,5,1,0,1,10,3,0,12,27,0,0,FALSE,1959,465,10,372,51384,2454,21,1
0,0,0,1,0,1,0,0,1,3,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110,6.470588235,128,16,0,0,2,1,0,1,7,1,0,17,27,0,0,FALSE,48465,9281,400,5449,255321,3283,21,1
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,9.384615385,135,13,0,0,5,2,0,1,16,0,0,13,27,0,0,FALSE,280,351,0,56,4170,2045,28,1
0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,78,8.666666667,86,11,0,0,1,1,0,1,7,1,0,9,27,0,10,TRUE,7324000,1068,7785,1172,868435,4616,22,1
0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50,9.090909091,110,14,0,0,6,2,0,2,12,1,0,11,27,0,0,FALSE,1959,465,10,372,51384,2454,21,1
0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,2,0,0,0,1,1,1,1,0,1,0,1,1,0,43,6.615384615,98,8,0,0,4,2,0,2,11,0,0,13,27,0,0,FALSE,589,3875,64,480,7568,2553,221,1
0,0,0,0,0,0,0,0,5,0,1,3,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,117,8.357142857,130,10,0,0,1,2,0,1,12,0,0,14,27,0,0,FALSE,476313,427409,3250,4817,5783,4541,108,1
0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,104,9.454545455,114,11,1,0,2,2,0,1,12,0,0,11,27,0,0,FALSE,10168,640,88,372,120391,3078,24,1
0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,62,9.538461538,136,21,0,0,4,3,0,2,15,1,0,13,27,0,0,FALSE,1959,465,10,372,51384,2454,21,1
0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,127,10.58333333,139,26,0,0,4,2,0,1,18,2,0,12,27,0,0,FALSE,183,185,0,11,6789,1099,28,1
0,0,0,1,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,8.928571429,140,20,0,0,2,2,0,1,12,1,0,14,27,0,0,FALSE,549,201,11,4666,15663,916,18,1
0,0,0,1,0,0,0,0,2,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,7.4,125,16,0,0,4,1,0,1,9,1,0,15,27,0,1,FALSE,549,201,11,4666,15663,916,19,1
